Id,Word,Pinyin,English,Book,Lesson,Dialog,NW,PN,OofC,Alternates,Grammar Reference,2019-06-16,Song Lyrics,Song YouTube,Song Pinyin,Song Translation,Example Pinyin,Example,Translation,Instagram Image Created
4622,压迫,yāpò ,"to oppress, to repress, to constrict, oppression, stress (physics)",6,27,1,45,,,,,,,,,,hǎo de tǒngzhìzhě bùhuì yāpò pínmín,好的统治者不会压迫贫民。,A good ruler will not oppress the poor.,
4623,口头,kǒutóu ,"oral, verbal",6,27,1,46,,,,,,,,,,shàngxīngqī tā tíchū le kǒutóu shēnqǐng,上星期他提出了口头申请。,He made an application by words of mouth last week.,
4624,副,fù ,"m . (used to indicate.facial expr ession) air, look",6,27,1,47,,,,,,,,,,tā shì bàozhǐ de fù zhǔbiān,他是报纸的副主编。,He is an associate editor of the newspaper.,
4625,姿态,zītài ,"attitude, posture, stance",6,27,1,48,,,,,,,,,,tā yǐ guànyòng de qiángyìng yáncí zuòchū wéikàng de zītài,他以惯用的强硬言词做出违抗的姿态。,He struck an attitude of defiance with a typically hard-hitting speech.,
4626,隔阂,géhé ,estrangement,6,27,1,49,,,,,,,,,,míbǔ géhé,弥补隔阂,bridge over a chasm,
4627,争端,zhēngduān ,"dispute, controversy, conflict",6,27,1,50,,,,,,,,,,zhēngduān yǐ bèi tiáojiě le,争端已被调解了。,The dispute was settled by mediation.,
4628,摘要,zhāiyào ,"summary, abstract",6,27,扩展,,,,,,,,,,,tā de lùnwén zǒngshì fù yǒuméimù qīngchu de zhāiyào,他的论文总是附有眉目清楚的摘要。,His papers were always neatly docketed.,
4629,撤退,chètuì ,to retreat,6,27,扩展,,,,,,,,,,,bùduì chètuì shí zhěnggè chéngshì huānqìng jiěfàng,部队撤退时，整个城市欢庆解放。,"As the troops withdrew, the entire city celebrated the liberation.",
4630,格式,géshì ,"form, specification, format",6,27,扩展,,,,,,,,,,,fǎtíng zhōng shǐyòng de shìcí yǒu gùdìng de géshì,法庭中使用的誓词有固定的格式。,There is a standard form of oath used in law courts.,
4631,注释,zhùshì ,"marginal notes, annotation",6,27,扩展,,,,,,,,,,,xuésheng men zài shū de kòngbái chǔ xiě shàng le zhùshì,学生们在书的空白处写上了注释。,The students wrote notes in the margins of the book.,
4632,标题,biāotí ,"title, heading, headline, caption, subject",6,27,扩展,,,,,,,,,,,tā lüèlüè kàn yīxià chénbào de dà zì biāotí,他略略看 一下晨报的大字标题。,He glanced at the morning headlines,
4633,侵略,qīnlüè ,"invasion, encroachment",6,27,扩展,,,,,,,,,,,qīnlüèzhě suǒdàozhīchù wúbù xǐjiéyīkōng,侵略者所到之处无不洗劫一空。,The invaders made spoil of all in their way.,
4634,刊登,kāndēng ,"to carry a story, to publish (in a newspaper or magazine)",6,27,扩展,,,,,,,,,,,suǒyǒu rìbào dōu kāndēng le zhè tiáo xiāoxi,所有日报都刊登了这条消息。,The news was blazed all over the daily papers.,
4635,保卫,bǎowèi ,"to defend, to safeguard",6,27,扩展,,,,,,,,,,,wǒmen bǎowèi le wǒmen de shènglì guǒshí,我们保卫了我们的胜利果实。,We have defended the fruits of our victory.,
4636,典礼,diǎnlǐ ,"celebration, ceremony",6,27,扩展,,,,,,,,,,,jiùzhídiǎnlǐ shì yī jiàn lóngzhòng de dàshì,就职典礼是一件隆重的大事。,The inauguration was a solemn event.,
4637,原告,yuángào ,"complainant, plaintiff",6,27,扩展,,,,,,,,,,,yuángào yāoqiú fǎyuàn jǐyǔ jiùjì,原告要求法院给予救济。,The pursuer requests the court to grant him remedy.,
4638,科目,kēmù ,subject,6,27,扩展,,,,,,,,,,,nǐ zhǔxiū hé fù xiū shénme kēmù,你主修和副修什么科目？,What are your major and minor subjects?,
4639,独裁,dúcái ,dictatorship,6,27,扩展,,,,,,,,,,,dúcái zhèngfǔ yáoyáoyùzhuì le,独裁政府摇摇欲坠了。,The authoritarian government was tottering.,
4640,书面,shūmiàn ,"in writing, written",6,27,扩展,,,,,,,,,,,tā yǒu yī gè shūmiàn bàogào ma,他有一个书面报告吗？,Did he have a report to make?,
4641,被告,bèigào ,defendant,6,27,扩展,,,,,,,,,,,bèigàorén bù zūnshǒu jìnlìng,被告人不遵守禁令。,The defendant did not obey the interdict.,
4642,暴力,bàolì ,"violence, force, violent",6,27,扩展,,,,,,,,,,,tā yǒu bàolì de qīngxiàng,他有暴力的倾向。,He has a proclivity to [toward] violence.,
4643,民主,mínzhǔ ,democracy,6,27,扩展,,,,,,,,,,,tā yǔ Mínzhǔdǎng jiéméng,他与民主党结盟。,He aligned himself with the Democrats.,
4644,作弊,zuòbì ,"to practice fraud, to cheat",6,27,扩展,,,,,,,,,,,tā kǎoshì cóngbù zuòbì,他考试从不作弊。,He never cheats to pass exam.,
4645,要点,yàodiǎn ,"main point, essential",6,27,扩展,,,,,,,,,,,yǎnjiǎng de yàodiǎn,演讲的要点,the pith (and marrow) of a speech,
4646,旷课,kuàngkè ,"to play truant, to cut classes",6,27,扩展,,,,,,,,,,,tā cháng kuàngkè,他常旷课。,He is often absent .,
4647,招标,zhāobiāo ,to invite bids,6,27,扩展,,,,,,,,,,,gōngkāi zhāobiāo,公开招标。,puBlic Bidding,
4648,文凭,wénpíng ,diploma,6,27,扩展,,,,,,,,,,,dàzhuān wénpíng,大专文凭,associate degree (conferred to junior college students),
4649,答辩,dábiàn ,"to reply (to an accusation), to defend one's dissertation",6,27,扩展,,,,,,,,,,,lùnwén dábiàn,论文答辩,(thesis) oral defense,
4650,刊物,kānwù ,publication,6,27,扩展,,,,,,,,,,,nèibù kānwù,内部刊物,Internal publication,
4651,领会,lǐnghuì ,"to understand, to comprehend, to grasp",6,28,1,1,,,,,,,,,,tā mǎshàng lǐnghuì le,他马上领会了。,He raped to it right away.,
4652,内涵,nèihán ,"meaning, content",6,28,1,2,,,,,,,,,,wǒmen shì zhòngshì chuántǒng de nèihán háishi chuántǒng de wàiké,我们是重视传统的内涵，还是传统的外壳？,Should we be more concerned about the meaning of a tradition or the form it takes?,
4653,港湾,gǎngwān ,"natural harbor, bay serving as harbor",6,28,1,3,,,,,,,,,,gǎngwān de yībùfèn shì gè tíngbó yóutǐng de nèi gǎng,港湾的一部分是个停泊游艇的内港。,Part of the harbour is a yacht basin.,
4654,晴朗,qínglǎng ,sunny and cloudless,6,28,1,4,,,,,,,,,,jīntiān tiānqì huì hěn qínglǎng,今天天气会很晴朗。,The weather will be fair today.,
4655,清澈,qīngchè ,"clear, limpid",6,28,1,5,,,,,,,,,,wǒmen kàn dào qīngchè de shuǐ zhōng yǒu yú,我们看到清澈的水中有鱼。,We could see fish in the clear water.,
4656,出神,chūshén ,"spellbound, entranced, lost in thought",6,28,1,6,,,,,,,,,,tā zuò zài nàli chūshén,他坐在那里出神。,"He sat there, lost in thought.",
4657,弦,xián ,"bow string, string of musical instrument, watchspring",6,28,1,7,,,,,,,,,,xiǎotíqín de xián,小提琴的弦,the strings of a violin,
4658,美妙,měimiào ,"beautiful, wonderful, splendid",6,28,1,8,,,,,,,,,,bǎilíngniǎo de měimiào gēshēng,百灵鸟的美妙歌声,the melody of a lark,
4659,砍伐,kǎnfá ,"to hew, to cut down",6,28,1,9,,,,,,,,,,sēnlín kǎnfá lǜ,森林砍伐率,rate of deforestation,
4660,平凡,píngfán ,"commonplace, ordinary, mediocre",6,28,1,10,,,,,,,,,,tā de yīshēng shì shífēn píngfán de,他的一生是十分平凡的。,His life was quite ordinary.,
4661,乐谱,yuèpǔ ,"a musical score, sheet music",6,28,1,11,,,,,,,,,,wǒ yǎnzòu bùliǎo yīnwèi wǒ bǎ yuèpǔ diū le,我演奏不了，因为我把乐谱丢了。,I can't play because I have lost my music.,
4662,赞叹,zàntàn ,"to sigh or gasp in admiration, high praise",6,28,1,12,,,,,,,,,,yóulǎn zhě zàntàn Lùyìsī hú de měijǐng,游览者赞叹路易斯湖的美景。,The tourists marveled at the Beauty of Lake Louise,
4663,创作,chuàngzuò ,"to create, to produce, to write, creative work, creation",6,28,1,13,,,,,,,,,,tā shì zhuānyè huàjiā kànbuqǐ yèyú huàjiā de chuàngzuò,她是专业画家，看不起业余画家的创作。,"As a professional painter, she scorn the effort of amateur.",
4664,民间,mínjiān ,"among the people, popular, folk, non-governmental",6,28,1,14,,,,,,,,,,mínjiānyìshù bāoluó shèn guǎng,民间艺术包罗甚广。,Folk art covers a wide range.,
4665,精通,jīngtōng ,proficient,6,28,1,15,,,,,,,,,,tā jīngtōng Fǎyǔ,他精通法语。,He's completely at home in French.,
4666,难能可贵,nánnéngkěguì ,"rare and precious, valuable, remarkable",6,28,1,16,,,,,,,,,,nénggòu zìlì zhēnshi nánnéngkěguì,能够自立真是难能可贵。,Being independent is quite something.,
4667,应邀,yìngyāo ,"at sb's invitation, on invitation",6,28,1,17,,,,,,,,,,tā yìngyāo qù Rìběn xiàn yì,他应邀去日本献艺。,He was asked to demonstrate his talent to Japan.,
4668,钦佩,qīnpèi ,"to admire, to look up to, to respect sb greatly",6,28,1,18,,,,,,,,,,xiǎoxuéshēng wǎngwǎng hěn qīnpèi lǎoshī,小学生往往很钦佩老师。,Schoolchildren often have/get crushes on teachers.,
4669,演奏,yǎnzòu ,"to play a musical instrument, to perform music",6,28,1,19,,,,,,,,,,tā yǎnzòu de bùhé xiéyīn hěn cì'ěr,他演奏的不和谐音很刺耳。,The discord of his music was hard on the ear.,
4670,豪迈,háomài ,"bold, open-minded, heroic",6,28,1,20,,,,,,,,,,dǎnqì háomài,胆气豪迈,Courageous and undaunted,
4671,旋律,xuánlǜ ,"melody, rhythm",6,28,1,21,,,,,,,,,,gēcí qǔdiào xuánlǜ,歌词，曲调，旋律,"A song, melody, or tune.",
4672,雄伟,xióngwěi ,"grand, imposing, magnificent, majestic",6,28,1,22,,,,,,,,,,Ā'ěrbēisī shānmài de xióngwěi,阿尔卑斯山脉的雄伟,the grandeur of the Alps,
4673,壮观,zhuàngguān ,"spectacular, magnificent sight",6,28,1,23,,,,,,,,,,rìchū shì gè zhuàngguān de jǐngxiàng,日出是个壮观的景象。,The sunrise was a splendid spectacle.,
4674,气势,qìshì ,"imposing manner, loftiness, grandeur, energetic looks, vigor",6,28,1,24,,,,,,,,,,xiàngguó sì de jiànzhù jīnbìhuīhuáng qìshìhóngwěi,相国寺的建筑，金碧辉煌，气势宏伟。,"The monastery is a magnificent, resplendent architectural complex.",
4675,气魄,qìpò ,"spirit, boldness, positive outlook, imposing attitude",6,28,1,25,,,,,,,,,,tā shì gè yǒu qìpò de rén,他是个有气魄的人。,He is a man of courage.,
4676,曲折,qūzhé ,"winding, (fig.) complicated",6,28,1,26,,,,,,,,,,dàolù qūzhé dì chuānguò qúnshān,道路曲折地穿过群山。,The road zigzagged through the mountains.,
4677,节奏,jiézòu ,"rhythm, tempo, musical pulse, cadence, beat",6,28,1,27,,,,,,,,,,tā de hūxī biànde gèng yǒu jiézòu le,他的呼吸变得更有节奏了。,His breathing became more rhythmical.,
4678,短促,duǎncù ,"short in time, fleeting, brief, gasping (breath), curt (tone of voice)",6,28,1,28,,,,,,,,,,rénshēng tài duǎncù le,人生太短促了。,Life's beastly short.,
4679,波涛,bōtāo ,"great waves, billows",6,28,1,29,,,,,,,,,,hǎishàng de bōtāo yuèláiyuè kuángbào xiōngyǒng,海上的波涛越来越狂暴汹涌。,The sea grew wilder and wilder.,
4680,溅,jiàn ,to splash,6,28,1,30,,,,,,,,,,wǒmen bèi jiàn le yīshēn ní shuǐ,我们被溅了一身泥水。,The car ran away and spattered us with mud and water.,
4681,气概,qìgài ,"lofty quality, mettle, spirit",6,28,1,31,,,,,,,,,,yǒu yīngxióng qìgài,有英雄气概,be cast in a heroic mould,
4682,含义,hányì ,"meaning (implicit in a phrase), implied meaning, hidden meaning, hint",6,28,1,32,,,,,,,,,,tā qūjiě le zhège cí de hányì,他曲解了这个词的含义。,He wrenched the meaning of the word.,
4683,荒凉,huāngliáng ,desolate,6,28,1,33,,,,,,,,,,jí huāngliáng de dìfang,极荒凉的地方,an infernally lonely place,
4684,领悟,lǐngwù ,"to understand, to comprehend",6,28,1,34,,,,,,,,,,tūrán tā lǐngwù le wǒ de jìhuà,突然，他领悟了我的计划。,All at once he tumbled to my plan.,
4685,侃侃而谈,kǎnkǎn'értán ,to speak frankly with assurance,6,28,1,35,,,,,,,,,,wáng shīfu kǎnkǎn'értán bódé le dàjiā de hècǎi,王师傅侃侃而谈，博得了大家的喝彩。,Master Wang's few easy and fluent talks won cheers from all the people.,
4686,投机,tóujī ,"to speculate (on financial markets), opportunistic, congenial",6,28,1,36,,,,,,,,,,tā cóngshì gǔpiào tóujī,他从事股票投机。,He gambles on the stock exchange.,
4687,黎明,límíng ,"dawn, daybreak",6,28,1,37,,,,,,,,,,límíng jiùyào láilín,黎明就要来临。,Dawn would come at any minute.,
4688,告辞,gàocí ,"to say goodbye, to take one's leave",6,28,1,38,,,,,,,,,,tā8 diǎnzhōng gàocí líqù,他8点钟告辞离去。,He took his leave at eight.,
4689,黄昏,huánghūn ,"dusk, evening, nightfall",6,28,1,39,,,,,,,,,,tā sìhū yǒukěnéng huánghūn qián dàodá,他似乎有可能黄昏前到达。,It seems probable that he will arrive before dusk.,
4690,降临,jiànglín ,"to descend, to arrive, to come",6,28,1,40,,,,,,为你降临,https://youtu.be/odNYK272RtQ?t=115,wéi nǐ jiànglín ,Come for you,hēi'àn jiànglín zhège dìfang,黑暗降临这个地方。,Darkness fell upon the scene.,
4691,沮丧,jǔsàng ,"dispirited, dejected, dismayed",6,28,1,41,,,,,,,,,,xiànrù jǔsàng,陷入沮丧,fall into despondency,
4692,变故,biàngù ,"an unforeseen event, accident, misfortune",6,28,1,42,,,,,,,,,,kǒngpà yǒuxiē biàngù,恐怕有些变故。,Perhaps something unforeseen has happened.,
4693,逝世,shìshì ,"to pass away, to die",6,28,1,43,,,,,,,,,,wǒmen āidào tā de shìshì,我们哀悼他的逝世。,We lament (over) his death.,
4694,坟墓,fénmù ,"sepulcher, tomb",6,28,1,44,,,,,,,,,,tāmen bǎ huāquān fàng zài fénmù shàng,他们把花圈放在坟墓上。,They put wreaths on the grave.,
4695,不止,bùzhǐ ,"incessantly, without end, more than, not limited to",6,28,1,45,,,,,,,,,,tāmen bùzhǐyīcì bāngzhù wǒmen dùguò nánguān,他们不止一次帮助我们度过难关。,More than once they had helped us through hard times.,
4696,粉碎,fěnsuì ,"to crush, to smash, to shatter",6,28,1,46,,,,,,,,,,tā duì zhe shíkuài bǎ bōli wǎn zá dé fěnsuì,他对着石块把玻璃碗砸得粉碎。,He dashed the glass bowl to bits on a rock.,
4697,向来,xiànglái ,always (previously),6,28,1,47,,,,,,,,,,wǒ xiànglái jiùshì gè shūdāizi,我向来就是个书呆子。,I have always been such a book-worm.,
4698,凄凉,qīliáng ,desolate,6,28,1,48,,,,,,,,,,xǔduō nóngcūn dìqū jìngkuàng qīliáng,许多农村地区境况凄凉。,Many rural communities are depressed.,
4699,深情厚谊,shēnqínghòuyì ,deep friendship,6,28,1,49,,,,,,,,,,qiān shān wàn shuǐ yě bùnéng zǔdǎng wǒmen de shēnqínghòuyì,千山万水也不能阻挡我们的深情厚谊。,Even thousands of mountains and rivers cannot obstruct our close friendship.,
4700,真挚,zhēnzhì ,"sincere, sincerity",6,28,1,50,,,,,,,,,,tā shì gè zhēnzhì qiánchéng de gūniang,她是个真挚虔诚的姑娘。,She was a sincerely devout girl.,
4701,纯洁,chúnjié ,"pure, clean and honest, to purify",6,28,1,51,,,,,,,,,,tā hěn chúnjié、 chāotuō,她很纯洁、超脱。,She is pure and ethereal.,
4702,正负,zhèngfù ,positive and negative,6,28,扩展,,,,,,,,,,,fánshì dōu cúnzài zhèngfù èr gè fāngmiàn jiùshì suǒwèi de biànzhèng,凡事都存在正负二个方面，就是所谓的辩证。,"There are always two sides to a coin, which is the essence of dialectical thinking.",
4703,批发,pīfā ,"wholesale, bulk trade, distribution",6,28,扩展,,,,,,,,,,,zhèzhǒng xié pīfā chūshòu tōngcháng yào piányi dé duō,这种鞋批发出售通常要便宜得多。,Such shoes usually wholesale for much less.,
4704,发育,fāyù ,"to develop, growth, development",6,28,扩展,,,,,,,,,,,yíngyǎngbùliáng zǔ'ài le háizi de shēngzhǎng fāyù,营养不良阻碍了孩子的生长发育。,Malnutrition dwarfed the child.,
4705,纤维,xiānwéi ,fiber,6,28,扩展,,,,,,,,,,,náng xìng xiānwéi xìngbìng shì yīzhǒng yíchuánxìng,囊性纤维性病是一种遗传性,Cystic fibrosis is a hereditary disease.,
4706,无辜,wúgū ,"innocent, innocence, not guilty (law)",6,28,扩展,,,,,,,,,,,tā bèi guān jìn jiānyù shì wúgū de,他被关进监狱是无辜的。,He had been sent to Prison for no offence.,
4707,别墅,biéshù ,villa,6,28,扩展,,,,,,,,,,,nà zhuàng biéshù yǔ yī gè hú xiānglín,那幢别墅与一个湖相邻。,The villa neighbours upon a lake.,
4708,撤销,chèxiāo ,"to repeal, to revoke, (computing) to undo",6,28,扩展,,,,,,,,,,,tā chèxiāo le xiānqián de zhǐlìng,他撤销了先前的指令。,He recalled his earlier instructions.,
4709,摩擦,mócā ,"friction, to rub, conflict",6,28,扩展,,,,,,,,,,,huálún zhóuchéng shì wú mócā de,滑轮轴承是无摩擦的。,Pulley bearings are frictionless.,
4710,溶解,róngjiě ,to dissolve,6,28,扩展,,,,,,,,,,,yán hé táng jūn yì róngjiě,盐和糖均易溶解。,Both salt and sugar dissolve easily.,
4711,生育,shēngyù ,"to bear, to give birth, to grow, to rear",6,28,扩展,,,,,,,,,,,āi sī tè bùnéng shēngyù,埃丝特不能生育。,Esther could not conceive.,
4712,监督,jiāndū ,"to control, to supervise, to inspect",6,28,扩展,,,,,,,,,,,shéi qù jiāndū tāmen,谁去监督他们？,Who's going to check up on them?,
4713,附件,fùjiàn ,"enclosure, attachment (email), appendix",6,28,扩展,,,,,,,,,,,xiéyì jí fùjiàn,协议及附件。,the agreement and the documents appended thereto,
4714,联盟,liánméng ,"alliance, union, coalition",6,28,扩展,,,,,,,,,,,Xīfāng guójiā liánméng,西方国家联盟,the alliance of western nations,
4715,师范,shīfàn ,"teacher-training, pedagogical, normal (school",6,28,扩展,,,,,,,,,,,Běijīng Shīfàn Dàxué,北京师范大学,Beijing Normal University,
4716,备忘录,bèiwànglù ,"memorandum, aide-memoire, memorandum book",6,29,1,1,,,,,,,,,,wǒ xiě le fèn bèiwànglù yǐ quèrèn wǒmen de kǒutóu xiéyì,我写了份备忘录以确认我们的口头协议。,I wrote a memorandum to confirm our verbal agreement.,
4717,岂有此理,qǐyǒucǐlǐ ,"how can this be so? (idiom); preposterous, ridiculous, absurd",6,29,1,2,,,,,,,,,,wǒmen zǒu ba zhēnshi qǐyǒucǐlǐ,我们走吧，真是岂有此理！,"Let's get going, for crying out loud!",
4718,庸俗,yōngsú ,"filthy, vulgar, debased",6,29,1,3,,,,,,,,,,tā hǎo fèngcheng pāimǎ nàshi zhǒng yōngsú de pǐngé,他好奉承拍马，那是种庸俗的品格。,"He is extremely insinuating, but it's a vulgar nature.",
4719,档次,dàngcì ,"grade, class, quality, level",6,29,1,4,,,,,,,,,,gāodàng cì chǎnpǐn,高档次产品,High-grade product,
4720,诸位,zhūwèi ,"(pron) everyone, Ladies and Gentlemen, Sirs",6,29,1,5,,,,,,,,,,zhūwèi wǒmen dé jiājǐn nǔlì,诸位，我们得加紧努力。,"People, we'll have to work very hard.",
4721,难堪,nánkān ,"hard to take, embarrassed",6,29,1,6,,,,,,,,,,zhè huì shǐ wǒ nánkān,这会使我难堪。,It could embarrass me.,
4722,虚伪,xūwěi ,"false, hypocritical, artificial, sham",6,29,1,7,,,,,,,,,,wǒmen bǐshì xūwěi de xíngwéi,我们鄙视虚伪的行为。,We disdain a dishonest act.,
4723,违背,wéibèi ,"to violate, to be contrary to",6,29,1,8,,,,,,,,,,wéibèi liángxīn,违背良心,go against one's conscience,
4724,回避,huíbì ,"to avoid, avoidance",6,29,1,9,,,,,,,,,,zǒngtǒng huíbì jiǎnshuì wèntí,总统回避减税问题。,The president hedged the question of tax relief.,
4725,岔,chà ,"to branch off, to diverge, to change the subject",6,29,1,10,,,,,,,,,,tāmen zài dàolù de chà wéi chǔfèn dào ér xíng,他们在道路的岔囗处分道而行。,Their paths diverged at the fork in the road.,
4726,聋哑,lóngyǎ ,deaf and dumb,6,29,1,11,,,,,,,,,,lóngyǎ xīnlǐxué,聋哑心理学,psychology of the deaf-mute,
4727,画蛇添足,huàshétiānzú ,"lit. draw legs on a snake, to ruin by adding sth superfluous",6,29,1,12,,,,,,,,,,bùyào huàshétiānzú,不要画蛇添足。,Leave well alone.,
4728,机灵,jīling ,"clever, quick-witted",6,29,1,13,,,,,,,,,,tā gòu jīling dì guāndiào le méiqì,她够机灵地关掉了煤气。,She was intelligent enough to turn off the gas.,
4729,周密,zhōumì ,"careful, thorough, meticulous, dense, impenetrable",6,29,1,14,,,,,,,,,,wǒmen jìhuà dé fēicháng zhōumì,我们计划得非常周密。,We had planned very carefully.,
4730,途径,tújìng ,"way, channel",6,29,1,15,,,,,,,,,,jiějué zhège wèntí yǒu liǎng zhǒng tújìng,解决这个问题有两种途径。,There are two ways around this problem.,
4731,虚假,xūjiǎ ,"false, phony, pretense",6,29,1,16,,,,,,,,,,tā de zànměi tài xūjiǎ,他的赞美太虚假。,He was too fulsome in his praise.,
